"","X10A","X10B","X10C","X10D","X11A","X11C","X11D","X12A","X12B","X12C","X12E","X7A","X7B","X7C","X7D","X8A","X8B","X8C","X8D","X9A","X9B","X9C","X9D"
"ENSMUSG00000002032",7.45614512663279,7.04168993556749,7.37754147218595,7.30313641031548,7.13338035261037,7.46617154516914,7.21643020716606,7.82273998702815,7.02309694789788,7.22105758064678,7.44524241017548,7.40423420792912,6.94537556675383,7.08366138064571,7.14578646662948,7.26530445151142,7.13935382329372,7.31284776820843,6.99799243851973,7.52228360312342,7.26691651571619,7.95762035761416,7.63265813553843
"ENSMUSG00000002083",4.84199386349544,5.24969676165309,4.87569453231136,4.76314108489232,5.22490510163775,4.99860293248364,5.06973367227928,5.28370742147408,5.79560153310874,5.41446163230418,5.04663629955244,5.77459172823251,4.88257655449073,5.56580495204106,5.25945627952511,5.56344047525626,5.82386398423063,5.38864121967466,5.65108800865642,5.64843706597786,5.73084174584348,5.05720138796787,5.22161848297807
"ENSMUSG00000002325",6.94757958875973,7.14155612223925,7.08214023936272,6.89803504687457,6.40324903825142,7.37360596661287,7.1952013388464,7.24096011546598,6.93526213082652,7.2671444458538,7.38600265024032,6.36648993075296,6.67588887801277,7.02560577624099,6.79443624459776,6.33051852427907,6.35505881856253,6.98262297343254,6.70636003331186,6.7072577915002,7.12880004884576,7.40944699097129,7.08788843420523
"ENSMUSG00000002346",8.87151446214254,8.71471054223385,8.67722257778402,8.81071605904698,8.48699041907635,8.89034458410981,8.99857394899291,8.59521542109496,8.43439261199524,9.0039041399612,8.98814957231771,8.33742355138432,8.34089414844517,8.72064808741656,8.68758637819755,8.23574361620351,8.46403659619196,8.67923777487672,8.53287986579437,8.35695508525078,8.37434751187751,8.7022399678388,8.85443184990089
"ENSMUSG00000002504",7.20866465813081,7.92417532623687,7.54962509661664,7.82843365869119,7.70423837154647,7.5759942256072,7.7259770161643,7.85688347228205,7.71926417399533,7.55412126854189,7.80320173181841,7.47130802950086,7.87644841137727,7.57686699825486,7.35412605582778,7.4277980717656,7.29122331028031,7.00367291492806,7.29804209072207,7.52228360312342,7.54764998576774,7.57334145539645,7.71288145015208
"ENSMUSG00000002831",5.48058442786289,6.05259860284287,7.6285355371311,6.22720283543947,8.76124793825826,8.98440262617058,4.63781141504733,4.89041278214822,4.44245951350026,5.47854578273444,4.08963912468228,3.55440682030503,2.80729592676139,4.595945819517,2.75257996138034,4.13703300023478,4.39212795661557,4.29188192376687,4.28312350462557,5.11416353496097,5.75313729741764,6.08196721807475,7.62438488800541
"ENSMUSG00000002835",5.54779354417233,5.98802084012786,6.02255962807385,5.93710908799995,5.88466072905779,5.77994379068506,6.07158302076691,6.49307424650136,5.81541863173501,5.9546980117958,6.089741057463,5.972783988203,5.98292583483071,6.32838048724599,5.93691416808701,6.37674049590037,6.45852197033164,6.32189312773333,6.24997959853287,6.34352883515324,6.35853689754642,6.08196721807475,6.17974652921377
"ENSMUSG00000002881",8.88131898533599,8.79476268673555,8.72220202388763,8.70853683766718,8.91729021718805,8.87814415630157,8.91339178787583,8.98085022275434,8.942252563789,9.0011796694473,8.9824471949064,8.92887487840074,8.73548735730874,8.88747929912754,8.69092946922325,8.87921440030022,8.46758435275235,8.58461774848138,8.64362262131686,8.8367767026809,8.55652260703702,8.79606485868235,8.74039267412109
"ENSMUSG00000002900",10.1684235991995,10.2973819706354,10.0651760935653,10.2090350232639,10.0619717643617,9.93519725458333,10.1148887520553,10.0273240518376,10.2772325206754,10.1828250077065,10.154595004335,10.2893398301732,10.4662626426541,10.1656341557599,10.3548448422656,10.3116321285636,10.4574051281629,10.2921102856051,10.2786026376121,10.1409192067269,10.3290300020348,10.0834933149842,10.1864801766711
"ENSMUSG00000002997",11.4473225153625,11.8929226751975,11.7899089467318,11.8292496556506,11.9140979314611,11.3999712553827,11.6656076245896,11.5482127681352,12.0399474382802,11.7597242763462,11.4504276707216,11.976849902212,12.0109836883964,11.5777837244406,11.8622030644325,11.9563817468558,12.1349945519459,11.6004514767249,11.4730958686007,11.8590150771833,11.8169803981126,11.2490150194399,11.3396984841809
"ENSMUSG00000003038",8.05000396553958,8.32797646537064,8.24035147426758,8.44697573122532,8.21727112152704,7.82511268682398,8.22210529585715,8.15618069194821,8.50930573322004,7.85502984432818,8.04122239690741,8.28037914426407,8.76065127807072,8.09724686253088,8.33696360065883,8.41255145496729,8.85926875324094,8.41035368999477,8.42331046264747,8.37580625134093,8.66926455328903,8.3633679356623,8.07044659175961
"ENSMUSG00000003273",9.77324184529172,9.70296839914478,9.62453889503419,9.69102001115179,9.45504571705261,9.83776320654742,9.56615295466584,9.90094513255915,9.80365416183509,9.65272829182089,9.65694535430376,9.92473742515293,9.79840305031482,9.72350932736761,9.79238647093614,9.79215500974241,10.0906615747964,9.87031121409784,9.70490249233507,9.83383543643991,9.85052872792339,9.83751352075212,9.65994448304098
"ENSMUSG00000003348",5.78910826707368,5.71629735660864,5.74591868446439,5.88253707272402,5.72484390285568,5.42485615286661,5.81747096864202,6.04580035059613,5.96485756600873,5.34739802049947,6.02464446109903,5.33668439385563,5.32186098754925,5.2649163779322,4.74558452005205,5.69086862576486,5.01346366307655,4.80489404166046,5.75342027954347,5.28345173046487,5.31736902329656,5.59588876457455,6.03744999346737
"ENSMUSG00000003378",10.9200284256991,10.9510849661589,10.9674300953182,11.3210797894886,10.9883770313687,10.8385497009643,10.8351276421477,10.7782321169685,10.9040648591361,10.6988284339895,10.8224898767774,10.9106312189578,10.8240944196286,10.7400595872873,10.7569031568063,10.8181088066792,10.9973181644835,10.9831929660266,11.015103570204,11.096629350487,10.9942165818984,11.0288466718038,11.1387164908882
"ENSMUSG00000003526",7.69723491598301,7.45398733102538,8.38373448220161,7.66020328831345,8.05029541388612,8.44564520378129,7.55320026694935,7.72577253952778,7.30825625511156,7.77435325490349,7.42856351463418,6.88676940244848,6.54296373029526,7.65553550925361,7.32859780770335,7.03489732367844,6.95955265711883,7.55310840613288,7.78246183375569,7.23901948936257,7.42108034670399,8.3633679356623,8.37659845470084
"ENSMUSG00000003545",7.08966941231264,7.28284898028604,6.28489197796663,7.26097380659376,7.01743305606472,6.81874957444594,7.31812732568247,7.02629271129234,7.51022301566871,7.08358442351288,7.47803264367379,7.38116492090432,7.18728371736537,6.6563104388759,6.94762557457761,6.56150775993844,6.96959581252662,6.92861387785659,6.52536169603882,6.44698207921852,6.65934441211871,6.77773523964518,6.40895860533339
"ENSMUSG00000003992",10.7538579202589,10.7214732068373,10.6609240363697,10.7186601519821,10.7418880972818,10.6771588626968,10.6756637548732,10.5675942384352,10.5402220212021,10.6604913485976,10.5928977438449,10.6315466307967,10.5269194240003,10.7065799654229,10.7082422812502,10.767685737671,10.8157760982269,10.8369246025965,10.858401777861,10.6867265153181,10.8587712649925,10.7483026275666,10.7483675756037
"ENSMUSG00000004040",8.85170322881767,9.09223751953075,8.94014551576014,8.92650818123391,9.12365134598597,8.8123422408658,8.96760836838203,8.90128526065006,9.02755319296,8.85191085194723,8.90618921467649,9.19229968634465,9.08938177938679,8.96159919106266,8.97767376618972,9.13144018444292,9.15384899471125,8.9660204862569,8.9754550853225,9.08606727381616,8.96504116749111,8.95158229836588,8.91673388010246
"ENSMUSG00000004328",6.39302549514615,6.09920301628555,7.35629730624675,6.8130455837522,7.52779700561813,7.68506537468458,5.99993578225662,6.29384084454142,5.48510973525941,6.7092878769696,5.55685188686875,5.16722471694828,5.26671950039864,5.81464059289331,5.14711427624885,5.39399824835578,5.63485279547301,6.33855723192698,6.12828867742904,5.93947856174566,6.47041996643565,7.43659521359785,7.65719696953898
"ENSMUSG00000004360",11.3565191664668,11.0984021855054,11.0990180518681,11.0269173581468,11.0231517298107,11.3930210738547,11.4206845449978,11.0599907561237,10.9241680162518,11.386004114381,11.4385023539301,10.9749624518096,11.0342143357008,11.1927496781895,11.1927154020854,10.941128204093,10.8074010950679,10.9950666538216,11.0456772653909,11.0321415201987,10.8785545481458,11.2016652530347,11.2047120029296
"ENSMUSG00000004568",10.1550147996832,10.3180527688692,10.3048853276821,10.4080971183656,10.4933028657822,10.3670653962001,10.1594147286783,10.0973415546882,10.1716427954292,10.1585781221046,10.1797297350812,10.051916378153,10.2335509058471,10.2021286297012,10.0405485202441,10.0657749326644,10.164653519567,10.0416559817001,9.96516292265278,10.0651287650318,10.1515724256321,10.1696143648468,10.3256582693708
"ENSMUSG00000005125",7.49922946605882,7.44799797027892,7.54337245939575,7.32376446371861,7.3947011178757,7.43319441120391,7.38527692658962,7.99030976309163,7.04843742956663,7.32928851913014,7.6957879885976,6.85363210644793,6.50772656848893,7.04521837320057,6.76935517435101,7.03489732367844,6.6703822957056,7.15245847154628,7.24047040465734,7.11883948911129,6.96653779633256,7.43659521359785,7.70505690825597
"ENSMUSG00000005893",10.7697805082156,11.0000055658534,10.8583232858783,10.9708017171321,11.1426171912194,10.7050547247998,10.8815498450368,10.9809203950205,11.0528657733479,10.9341300719893,10.8841896754601,11.2036588898693,11.0066079206819,10.9161455204269,11.0154053032841,11.1911645011494,11.3340015398367,11.0249738535635,10.9768338338927,11.1594458694381,11.0633181165854,10.7117288059551,10.7587986985733
"ENSMUSG00000006205",7.81103785927276,7.71564973087455,7.96429723691081,7.97256275671432,8.01185444485799,8.2321823136229,7.82604516178773,7.8520550261574,7.0145502355065,7.83068331370762,7.79020429753075,7.30965755096692,7.20205546318469,7.66190161942141,7.06564142097776,7.18098379221657,6.9289967653646,7.47988767482196,7.77437097328435,7.55573354744689,7.58541753875011,8.20397304899654,8.46264623415286
"ENSMUSG00000006315",6.78995114554783,6.82772629553801,6.96539303640312,6.9912481521333,6.90072732607011,6.84406044091047,6.56086119002006,7.04333687277996,7.12982852581074,6.56915439897867,6.7437575864797,6.74939301651827,6.78783435420457,6.66900789895553,6.7178457760889,7.03489732367844,7.26699614547961,6.40335304403601,6.75650963949607,7.11883948911129,6.65934441211871,6.5645815373193,6.63990956434606
"ENSMUSG00000006442",7.89731768901859,8.41651767396955,8.1444651348838,8.26695459426833,7.96343602536181,7.85654505767223,8.01962159322894,8.01211692202158,8.30018580779983,7.95415004161884,8.19706116148596,8.14997211815358,8.4156731417611,8.00511466869015,8.23530634231649,8.5090900032662,8.62519277241901,8.26537291872411,8.08028817989471,8.33785433305065,8.54058842440606,8.06590533171374,8.19298947988007
"ENSMUSG00000006675",9.20653995983659,9.38335726433418,9.42813055909857,9.47749190581327,9.36810921663193,9.09922281045274,9.17971530078048,9.31673694126115,9.37001942397045,9.30718568365133,9.15965508143284,9.41117990252591,9.69646416895052,9.39132000598062,9.42382156001086,9.4949361114968,9.65793515575287,9.48882079724157,9.36843432646565,9.44141554303874,9.67334900293685,9.30826487659971,9.37195767637773
"ENSMUSG00000006782",8.63315080895957,9.00721789346597,8.62488568083181,8.94659805000939,8.53898050802952,8.75010525008675,8.57834016093109,9.02656467788935,8.46921129971118,8.26245391619887,8.56072677723781,8.365121632352,8.64649005382667,8.48247665654111,8.10102555122677,8.35598937011277,8.5231930958244,8.45688677055516,8.42331046264747,8.36452513580152,8.75185550498273,8.53647051594455,9.06470652321774
"ENSMUSG00000007613",8.44763877349306,7.94558852828484,8.40112770039227,7.99202567113203,7.97680301993833,8.59847440419677,8.43175672888471,8.37729046067851,7.69807119307464,8.3634958415235,8.34215506439281,8.08006413682407,7.44494641279381,8.31080689410166,8.06540735099449,8.17600410200553,7.29920945729585,8.37847631987294,8.3544240839338,7.99672460885003,8.07579016246368,8.50261569166987,8.62901870720973
"ENSMUSG00000007617",12.4930832620581,12.3349610695833,12.0220664347195,12.2219234948379,12.287481223772,12.2761361362828,12.493979957563,12.3308969276521,12.3764722884048,12.3649571945091,12.5103541300098,12.5002332220543,12.5300326593736,12.2408184967604,12.4464184015186,12.259792505684,12.3718499226796,12.1611631850447,12.2129798356664,12.2104396842558,12.2855642602073,12.1206595413869,12.0037546191761
"ENSMUSG00000007646",5.76106082680977,5.61302171246161,5.2581742367215,5.39019019175701,5.4201944246944,5.80593853075963,5.95011459581402,5.61540737067488,6.13221384278217,5.70972078320373,5.8602533533295,5.57218965064831,5.02230110278436,5.67054294794498,5.22297237799402,5.45271815718458,5.29482634877475,5.56892735818569,5.19798987300361,5.00215332459355,5.31736902329656,5.42567858403627,5.13108440218912
"ENSMUSG00000007850",12.7280970163135,12.5283063777537,12.5384174838244,12.3121134075486,12.3386367078456,12.6747355405448,12.712839726134,12.4439145042455,12.5541282540229,12.646589906008,12.6050106857864,12.4493850122195,12.5034463909684,12.4919267824738,12.536510633241,12.3184483102834,12.3566238254952,12.3817111064844,12.3822473210339,12.3698494058785,12.4150888100345,12.5098408349884,12.3209803680379
"ENSMUSG00000008140",9.3523060093648,9.84419621562382,9.57482400854818,9.78327578540928,9.62598009263516,9.104468970479,9.41596794781869,9.49456651666828,9.89379171500613,9.19721850638726,9.50215488820772,9.8012738624625,9.88333823118247,9.57118859845476,9.66218578068228,9.62987427115395,10.0078035198391,9.39036123538889,9.29680984366869,9.7682889158793,9.76945032162452,9.02794467123843,9.19611555267859
"ENSMUSG00000008682",8.67508821671572,9.09798625790264,8.87690560722598,8.82525657024903,8.82422568503771,8.37794054328834,8.68498574653721,8.8046332419579,8.73936822501851,8.58344207237733,8.73022719784288,8.96293834925569,8.86179365992038,8.52849146645508,8.78152278205305,8.79661764801422,9.26403998265402,8.7741703504594,8.5613726409078,8.91361010831683,9.03267525024275,8.72443975801638,8.45333492415507
"ENSMUSG00000008855",10.1737524175046,10.3799192346998,10.4108606931356,10.5015928854812,10.2798341164957,10.3626935930128,10.2497021634535,10.4326134770386,10.4770826836173,10.2804332543646,10.4296233585328,10.3958038227148,10.7163220023267,10.3699746825811,10.3506234871347,10.2673354454894,10.2277310259771,10.1553632647564,10.1671493474481,10.2388995226839,10.1651463209564,10.2648350898065,10.2803022992849
"ENSMUSG00000008976",9.96216557706038,9.89350949353421,9.73015944455479,9.5025876730261,9.6428491222404,9.83933734032776,9.97709136265766,9.63047904321611,9.69017034962398,9.98191813807538,9.9477536854375,9.72545155026216,9.76272851364655,9.65654884409576,9.83833384003963,9.56813797953445,9.60415309865887,9.51471349661453,9.56416267314462,9.62279614054658,9.64828901948406,9.62384462952207,9.62304915846857
"ENSMUSG00000009293",7.65974838732023,8.13270913461445,7.73112615027799,8.06122407988157,7.97236110189598,7.44977720008196,7.8191231143574,7.79784738017172,8.11670470111419,7.66155025683094,7.68178102171444,8.3690354457266,7.83913526058325,7.65553550925361,7.84905155140013,8.30111923300677,8.69040689943756,7.8314396591504,7.69086424548548,8.30675717102305,8.24266080415683,7.63714241576834,7.76649628270742
"ENSMUSG00000009406",9.6676680002894,9.58238730463548,9.53756041490966,9.46593881160506,9.63162504698711,9.74171092100678,9.75390078515257,9.45052531616722,9.76723327255046,9.56320596660164,9.77214738939491,9.42252314513471,9.76148248366126,9.59134013945992,9.63467377824126,9.23125367468688,9.58631479730109,9.40031671841641,9.40032942174419,9.33946951657015,9.49466734086948,9.5303321668464,9.45594531142951
"ENSMUSG00000010205",9.106993013116,9.13387244365851,9.17868599315788,9.06772215750375,9.14354291183308,9.23935156033919,9.06736924526114,9.04572168290997,9.15161407643202,9.26692383752341,9.21662742353953,8.73627390204508,9.18542621434407,9.04919536765731,9.07811330624132,8.9471621428374,8.76726632841829,8.96869920851756,9.03761825512066,8.87172614947757,9.02123810170353,9.00696744698125,9.10688643855248
"ENSMUSG00000010721",9.16967669825634,9.19594310082883,9.06978867370543,9.13638095862288,9.1882787374504,9.02370017497223,9.14415358319386,9.17700463877762,9.08378530030573,9.15617057441317,9.0710861678751,9.27805720163074,9.09730506656909,9.1967913257467,9.16241185637285,9.30481969404191,9.26199838503445,9.30602633558698,9.2854681142117,9.31036861853119,9.27343479466744,9.15869009434361,9.1245927413396
"ENSMUSG00000011254",6.74769788125922,6.54308399468701,6.49387078799472,6.39254762626636,6.49281367410663,6.45800585813991,6.79053664043129,6.56565301337292,6.55394482273225,6.50905371011368,6.52584903564938,7.08062003175502,6.80728670852843,6.64350023276514,6.8789376049447,6.99594135622687,7.15703953221907,6.68975740716481,6.86716100476522,6.69530097692089,6.75082301775053,6.77773523964518,6.70412467969449
"ENSMUSG00000011257",8.62539309931847,8.54552638403355,8.59496771321933,8.52920820065052,8.54198117727129,8.78319596064278,8.70389814156261,8.49346780746641,8.94450395516045,8.76464314539457,8.78694179888689,8.50685288348503,9.03679174963474,8.82076880700911,8.68087686562884,8.44183498600692,8.28661054105318,8.53487402379455,8.50869833715829,8.49784956822382,8.35989185617652,8.40977144300103,8.55694976127475
"ENSMUSG00000011306",8.87151446214254,8.99289063723157,8.99386735857918,9.02111735850197,9.06227616564223,8.87507785977172,8.9036090133898,8.87296340469374,9.17289310267716,8.81204913826863,8.94482200172376,9.14057791276184,9.22754723014596,8.97188360306238,9.00747443395787,9.2375295008146,9.20575397488389,9.1257579506016,9.09396617178407,9.09063884801354,9.1359715775338,9.1668190597394,9.109852621232
"ENSMUSG00000011751",13.0456294314314,12.6544376882523,12.6564584012444,12.6077437688355,12.8775532445383,13.0778761142215,12.7332350507643,12.8964032800798,12.8895458749289,12.7949482836511,12.7671834509965,12.3925992228798,12.2862723535308,12.8147424707116,12.646706438322,12.5484979831135,12.0839017767364,12.4959107144333,12.4890006105879,12.3906208632214,12.4268389618593,12.7544319524528,12.8856556166895
"ENSMUSG00000015002",9.46960066939041,9.21722801804139,9.57788629512153,9.56022517311487,9.76985935344076,9.8361873533434,9.74297013021459,9.94014836229129,9.19007275369465,9.43784844252653,9.98957392807922,9.76311738750148,9.23833602520143,9.4947937336609,9.23061535901596,9.57806316931647,8.73818755341609,9.25646474673356,9.35493373943163,9.54664761444184,8.98401774620167,9.5176755514707,9.22922651508932
"ENSMUSG00000015090",8.02073216152567,7.97504289988642,8.74690000296233,7.53310797900072,8.94702382390273,9.57598855987525,7.60240999977096,8.24357647045734,7.77092334327179,8.10894956089804,7.06838414121483,7.9450017941697,7.5583522503329,7.27853167446313,6.99166547627057,7.3680335821691,6.75410949290123,6.59584767671948,7.68224144532889,8.45239663003302,7.52838885859136,8.30072208295443,8.56561771426215
"ENSMUSG00000015468",5.64307800121326,5.59144883068256,5.85091238209281,5.64091895549485,5.59217271577654,6.24650434181001,5.50882378667205,5.61540737067488,5.40889556401396,5.68277006914459,5.88491608272554,5.01568679800156,5.08739603757237,5.45286366485156,5.10763506673483,5.16732926185133,4.93362649203471,5.45127349601435,5.72010956331747,5.43494517669961,5.31736902329656,6.44489918495146,5.96066721478499
"ENSMUSG00000015766",8.31888053266252,8.52006023908357,8.46537316028361,8.3647567331694,8.3498889409459,8.39944154840231,8.32341685269782,8.32249248451804,8.36212808513174,8.27152657480909,8.35545195242568,8.17701360300041,8.14840799666983,8.26971591551156,8.08586815652265,8.26471063223867,7.93848654896783,8.02917074048422,8.07370989655598,8.11364021569617,8.26222524374374,8.27588415552087,8.40585501550795
"ENSMUSG00000015944",9.88791692880202,10.3696586327853,10.133369374059,10.2925071432744,10.3205936461502,9.89640481171247,10.0849035318541,10.0517448623415,10.293220176844,10.0820034596518,10.2537927075497,10.1998824175195,10.4539734184576,10.0956435760025,10.0509929873418,10.2099806477054,10.1112204529425,9.70504809182996,9.80361320038285,10.2076747316988,9.87868703514819,9.60801088323548,9.78025794720627
"ENSMUSG00000015970",6.39302549514615,5.84948771129677,6.37214826714072,6.27034924784392,5.70356208727847,6.40796575432792,5.92454360130965,5.90370731921805,5.55749891246559,5.97705458650102,6.6022012162548,5.13080620219766,5.34866101522288,5.74439009796814,5.39681097477318,5.05810603045814,4.45066279088825,5.56892735818569,5.81781951973295,5.46342437246132,5.45973669472025,6.01149645298602,6.32975810029557
"ENSMUSG00000015971",9.18822606556132,9.03345396170971,9.27993730014119,9.20192014499268,9.23908368697738,8.93519872690536,9.13860390269461,9.10374469966555,9.14379776695736,8.95687353055148,9.01073632817172,9.32917725489197,9.09532832054372,9.26319574189812,9.13321859383071,9.2458550263448,9.3022912984826,9.23437354626838,9.36843432646565,9.30644376705138,9.25010886264457,9.20152471292507,9.13044687804924
"ENSMUSG00000016262",9.19871959763922,9.62680724574962,9.47323232550867,9.61564817081134,9.46930184962654,9.09131762680799,9.32849373391032,9.40344803114994,9.63269039954611,9.46380650466835,9.25733698077522,9.78817974253007,9.78864958242798,9.34261658364831,9.68080046662889,9.72822781926737,9.9807479712645,9.47003729839503,9.43410482489955,9.56318943783862,9.65866060725674,9.1668190597394,9.21827374686249
"ENSMUSG00000016409",8.63701407651732,8.63786837395273,8.48508088042003,8.48867778480729,8.70613560373615,8.62791810696303,8.78072919459417,8.50273983659389,8.87302332836423,8.79012004219592,8.64255133808993,8.40760047041037,8.67324041607854,8.46438036736677,8.71082694812525,8.3976837338303,8.46758435275235,8.58810609361813,8.47913510765454,8.44884020953134,8.59714618827488,8.51115416828684,8.60819309642048
"ENSMUSG00000016559",9.46526133752927,9.97490760018842,9.92791632458776,10.0006379872329,10.0671883745948,9.47023508987009,9.53480789559673,9.610604765668,10.2300250977498,9.65965574278165,9.37081515848944,10.3098458706947,10.2584972619973,9.83475235788975,9.92463943459115,10.2269021521808,10.3218763164506,9.77098795036046,9.65068490416945,9.97651560254902,10.0784113576712,9.31559530031497,9.58731527056962
"ENSMUSG00000017009",6.21838510774039,6.33814796894428,6.37214826714072,6.50519900791985,6.84350455749573,6.53773216909682,6.11744446433905,6.23571312788525,5.46014970875764,5.73617725479579,6.02464446109903,5.93103427230718,6.34422792697047,5.88162856536983,5.89114349676449,5.97751194052292,5.41729136522615,5.70366531695138,6.10266840451537,5.59795229289128,6.03373040619738,6.294734945517,6.60669735203181
"ENSMUSG00000017144",7.9726257026146,7.75013300669086,7.77448056723522,7.42269965405254,7.84208703223214,7.97010714571366,7.93250617261365,7.70984806594542,7.76073843281139,7.91993871086832,8.13673029055163,7.5698158713582,7.99569859245375,7.68708881028284,7.70437523305323,7.41308744716886,7.09416711653068,7.57436908502377,7.56518655049071,7.48803965120576,7.86675760246141,7.5814725906855,7.52121839148527
"ENSMUSG00000017664",7.74096970473612,7.8534357506826,8.06812192892043,8.15053587166179,8.03759522607103,7.95856557000361,7.67321369351157,7.89023754861181,8.12466877555294,7.66843557685025,8.0023031674107,7.99144175613937,8.11367358645178,7.8182673969471,7.91343026720083,8.11822547066727,8.1781959688549,8.0188685275399,7.9712571118044,7.99184502133831,8.04449490880318,7.77823791530257,8.00821996120023
